OBJECTID,neighborhood,ucrDescription,number,reportMonth,reportYear
4972,BOTTINEAU,Burglary,,3,2018
4973,BOTTINEAU,Homicide,,3,2018
4974,BOTTINEAU,Larceny,6,3,2018
4975,BOTTINEAU,Rape,,3,2018
4976,BOTTINEAU,Robbery,1,3,2018
49,BRYANT,Aggravated Assault,1,8,2017
50,BRYANT,Arson,0,8,2017
51,BRYANT,Auto Theft,0,8,2017
52,BRYANT,Burglary,6,8,2017
53,BRYANT,Homicide,0,8,2017
54,BRYANT,Larceny,2,8,2017
55,BRYANT,Rape,0,8,2017
56,BRYANT,Robbery,1,8,2017
753,BRYANT,Aggravated Assault,2,9,2017
754,BRYANT,Arson,,9,2017
755,BRYANT,Auto Theft,,9,2017
756,BRYANT,Burglary,11,9,2017
757,BRYANT,Homicide,,9,2017
758,BRYANT,Larceny,4,9,2017
759,BRYANT,Rape,,9,2017
760,BRYANT,Robbery,,9,2017
5681,BRYANT,Aggravated Assault,,4,2018
5682,BRYANT,Arson,,4,2018
5683,BRYANT,Auto Theft,1,4,2018
5684,BRYANT,Burglary,4,4,2018
5685,BRYANT,Homicide,,4,2018
5686,BRYANT,Larceny,6,4,2018
5687,BRYANT,Rape,,4,2018
5688,BRYANT,Robbery,1,4,2018
2161,BRYANT,Aggravated Assault,2,11,2017
2162,BRYANT,Arson,,11,2017
2163,BRYANT,Auto Theft,,11,2017
2164,BRYANT,Burglary,3,11,2017
2165,BRYANT,Homicide,,11,2017
2166,BRYANT,Larceny,2,11,2017
2167,BRYANT,Rape,,11,2017
2168,BRYANT,Robbery,1,11,2017
2865,BRYANT,Aggravated Assault,,12,2017
2866,BRYANT,Arson,,12,2017
2867,BRYANT,Auto Theft,1,12,2017
2868,BRYANT,Burglary,5,12,2017
2869,BRYANT,Homicide,,12,2017
2870,BRYANT,Larceny,2,12,2017
2871,BRYANT,Rape,,12,2017
2872,BRYANT,Robbery,,12,2017
8489,Bryant,Aggravated Assault,0,8,2018
8490,Bryant,Arson,0,8,2018
8491,Bryant,Auto Theft,1,8,2018
8492,Bryant,Burglary,0,8,2018
8493,Bryant,Homicide,0,8,2018
8494,Bryant,Larceny,5,8,2018
8495,Bryant,Rape,0,8,2018
8496,Bryant,Robbery,0,8,2018
1457,BRYANT,Aggravated Assault,1,10,2017
1458,BRYANT,Arson,,10,2017
1459,BRYANT,Auto Theft,,10,2017
1460,BRYANT,Burglary,2,10,2017
1461,BRYANT,Homicide,,10,2017
1462,BRYANT,Larceny,4,10,2017
1463,BRYANT,Rape,,10,2017
1464,BRYANT,Robbery,1,10,2017
7081,Bryant,Aggravated Assault,3,6,2018
7082,Bryant,Arson,0,6,2018
7083,Bryant,Auto Theft,2,6,2018
7084,Bryant,Burglary,8,6,2018
7085,Bryant,Homicide,0,6,2018
7086,Bryant,Larceny,5,6,2018
7087,Bryant,Rape,0,6,2018
7088,Bryant,Robbery,0,6,2018
7785,Bryant,Aggravated Assault,0,7,2018
7786,Bryant,Arson,0,7,2018
7787,Bryant,Auto Theft,0,7,2018
7788,Bryant,Burglary,0,7,2018
7789,Bryant,Homicide,0,7,2018
7790,Bryant,Larceny,2,7,2018
7791,Bryant,Rape,0,7,2018
7792,Bryant,Robbery,0,7,2018
6385,BRYANT,Aggravated Assault,,5,2018
6386,BRYANT,Arson,,5,2018
6387,BRYANT,Auto Theft,,5,2018
6388,BRYANT,Burglary,,5,2018
6389,BRYANT,Homicide,,5,2018
6390,BRYANT,Larceny,,5,2018
6391,BRYANT,Rape,,5,2018
6392,BRYANT,Robbery,,5,2018
3569,BRYANT,Aggravated Assault,1,1,2018
3570,BRYANT,Arson,,1,2018
3571,BRYANT,Auto Theft,3,1,2018
3572,BRYANT,Burglary,3,1,2018
3573,BRYANT,Homicide,,1,2018
3574,BRYANT,Larceny,6,1,2018
3575,BRYANT,Rape,,1,2018
3576,BRYANT,Robbery,1,1,2018
4273,BRYANT,Aggravated Assault,,2,2018
4274,BRYANT,Arson,,2,2018
4275,BRYANT,Auto Theft,1,2,2018
4276,BRYANT,Burglary,2,2,2018
4277,BRYANT,Homicide,,2,2018
4278,BRYANT,Larceny,2,2,2018
4279,BRYANT,Rape,,2,2018
4280,BRYANT,Robbery,1,2,2018
4977,BRYANT,Aggravated Assault,,3,2018
4978,BRYANT,Arson,,3,2018
4979,BRYANT,Auto Theft,1,3,2018
4980,BRYANT,Burglary,2,3,2018
4981,BRYANT,Homicide,,3,2018
4982,BRYANT,Larceny,,3,2018
4983,BRYANT,Rape,,3,2018
4984,BRYANT,Robbery,2,3,2018
57,BRYN - MAWR,Aggravated Assault,0,8,2017
58,BRYN - MAWR,Arson,0,8,2017
59,BRYN - MAWR,Auto Theft,0,8,2017
60,BRYN - MAWR,Burglary,3,8,2017
61,BRYN - MAWR,Homicide,0,8,2017
62,BRYN - MAWR,Larceny,4,8,2017
63,BRYN - MAWR,Rape,0,8,2017
64,BRYN - MAWR,Robbery,0,8,2017
761,BRYN - MAWR,Aggravated Assault,,9,2017
762,BRYN - MAWR,Arson,,9,2017
763,BRYN - MAWR,Auto Theft,2,9,2017
764,BRYN - MAWR,Burglary,2,9,2017
765,BRYN - MAWR,Homicide,,9,2017
766,BRYN - MAWR,Larceny,11,9,2017
767,BRYN - MAWR,Rape,,9,2017
768,BRYN - MAWR,Robbery,,9,2017
5689,BRYN - MAWR,Aggravated Assault,,4,2018
5690,BRYN - MAWR,Arson,,4,2018
5691,BRYN - MAWR,Auto Theft,,4,2018
5692,BRYN - MAWR,Burglary,,4,2018
5693,BRYN - MAWR,Homicide,,4,2018
5694,BRYN - MAWR,Larceny,5,4,2018
5695,BRYN - MAWR,Rape,,4,2018
5696,BRYN - MAWR,Robbery,,4,2018
2169,BRYN - MAWR,Aggravated Assault,,11,2017
2170,BRYN - MAWR,Arson,,11,2017
2171,BRYN - MAWR,Auto Theft,2,11,2017
2172,BRYN - MAWR,Burglary,5,11,2017
2173,BRYN - MAWR,Homicide,,11,2017
2174,BRYN - MAWR,Larceny,,11,2017
2175,BRYN - MAWR,Rape,,11,2017
2176,BRYN - MAWR,Robbery,,11,2017
2873,BRYN - MAWR,Aggravated Assault,,12,2017
2874,BRYN - MAWR,Arson,,12,2017
2875,BRYN - MAWR,Auto Theft,0,12,2017
2876,BRYN - MAWR,Burglary,,12,2017
2877,BRYN - MAWR,Homicide,,12,2017
2878,BRYN - MAWR,Larceny,4,12,2017
2879,BRYN - MAWR,Rape,,12,2017
2880,BRYN - MAWR,Robbery,,12,2017
8497,Bryn - Mawr,Aggravated Assault,0,8,2018
8498,Bryn - Mawr,Arson,0,8,2018
8499,Bryn - Mawr,Auto Theft,0,8,2018
8500,Bryn - Mawr,Burglary,0,8,2018
8501,Bryn - Mawr,Homicide,0,8,2018
8502,Bryn - Mawr,Larceny,4,8,2018
8503,Bryn - Mawr,Rape,0,8,2018
8504,Bryn - Mawr,Robbery,0,8,2018
1465,BRYN - MAWR,Aggravated Assault,,10,2017
1466,BRYN - MAWR,Arson,,10,2017
1467,BRYN - MAWR,Auto Theft,1,10,2017
1468,BRYN - MAWR,Burglary,8,10,2017
1469,BRYN - MAWR,Homicide,,10,2017
1470,BRYN - MAWR,Larceny,3,10,2017
1471,BRYN - MAWR,Rape,,10,2017
1472,BRYN - MAWR,Robbery,,10,2017
7089,Bryn - Mawr,Aggravated Assault,0,6,2018
7090,Bryn - Mawr,Arson,0,6,2018
7091,Bryn - Mawr,Auto Theft,0,6,2018
7092,Bryn - Mawr,Burglary,2,6,2018
7093,Bryn - Mawr,Homicide,0,6,2018
7094,Bryn - Mawr,Larceny,1,6,2018
7095,Bryn - Mawr,Rape,0,6,2018
7096,Bryn - Mawr,Robbery,0,6,2018
7793,Bryn - Mawr,Aggravated Assault,0,7,2018
7794,Bryn - Mawr,Arson,0,7,2018
7795,Bryn - Mawr,Auto Theft,0,7,2018
7796,Bryn - Mawr,Burglary,3,7,2018
7797,Bryn - Mawr,Homicide,0,7,2018
7798,Bryn - Mawr,Larceny,5,7,2018
7799,Bryn - Mawr,Rape,0,7,2018
7800,Bryn - Mawr,Robbery,0,7,2018
6393,BRYN - MAWR,Aggravated Assault,0,5,2018
6394,BRYN - MAWR,Arson,,5,2018
6395,BRYN - MAWR,Auto Theft,,5,2018
6396,BRYN - MAWR,Burglary,1,5,2018
6397,BRYN - MAWR,Homicide,,5,2018
6398,BRYN - MAWR,Larceny,6,5,2018
6399,BRYN - MAWR,Rape,,5,2018
6400,BRYN - MAWR,Robbery,,5,2018
3577,BRYN - MAWR,Aggravated Assault,,1,2018
3578,BRYN - MAWR,Arson,,1,2018
3579,BRYN - MAWR,Auto Theft,,1,2018
3580,BRYN - MAWR,Burglary,1,1,2018
3581,BRYN - MAWR,Homicide,,1,2018
3582,BRYN - MAWR,Larceny,2,1,2018
3583,BRYN - MAWR,Rape,,1,2018
3584,BRYN - MAWR,Robbery,,1,2018
4281,BRYN - MAWR,Aggravated Assault,,2,2018
4282,BRYN - MAWR,Arson,,2,2018
4283,BRYN - MAWR,Auto Theft,1,2,2018
4284,BRYN - MAWR,Burglary,,2,2018
4285,BRYN - MAWR,Homicide,,2,2018
4286,BRYN - MAWR,Larceny,2,2,2018
4287,BRYN - MAWR,Rape,,2,2018
4288,BRYN - MAWR,Robbery,,2,2018
4985,BRYN - MAWR,Aggravated Assault,1,3,2018
4986,BRYN - MAWR,Arson,,3,2018
4987,BRYN - MAWR,Auto Theft,,3,2018
4988,BRYN - MAWR,Burglary,,3,2018
4989,BRYN - MAWR,Homicide,,3,2018
4990,BRYN - MAWR,Larceny,3,3,2018
4991,BRYN - MAWR,Rape,,3,2018
4992,BRYN - MAWR,Robbery,,3,2018
65,CAMDEN INDUSTRIAL,Aggravated Assault,1,8,2017
66,CAMDEN INDUSTRIAL,Arson,0,8,2017
67,CAMDEN INDUSTRIAL,Auto Theft,0,8,2017
68,CAMDEN INDUSTRIAL,Burglary,1,8,2017
69,CAMDEN INDUSTRIAL,Homicide,0,8,2017
70,CAMDEN INDUSTRIAL,Larceny,2,8,2017
71,CAMDEN INDUSTRIAL,Rape,0,8,2017
72,CAMDEN INDUSTRIAL,Robbery,0,8,2017
769,CAMDEN INDUSTRIAL,Aggravated Assault,,9,2017
770,CAMDEN INDUSTRIAL,Arson,,9,2017
771,CAMDEN INDUSTRIAL,Auto Theft,1,9,2017
772,CAMDEN INDUSTRIAL,Burglary,,9,2017
773,CAMDEN INDUSTRIAL,Homicide,,9,2017
774,CAMDEN INDUSTRIAL,Larceny,,9,2017
775,CAMDEN INDUSTRIAL,Rape,,9,2017
776,CAMDEN INDUSTRIAL,Robbery,,9,2017
5697,CAMDEN INDUSTRIAL,Aggravated Assault,,4,2018
5698,CAMDEN INDUSTRIAL,Arson,,4,2018
5699,CAMDEN INDUSTRIAL,Auto Theft,,4,2018
5700,CAMDEN INDUSTRIAL,Burglary,1,4,2018
5701,CAMDEN INDUSTRIAL,Homicide,,4,2018
5702,CAMDEN INDUSTRIAL,Larceny,,4,2018
5703,CAMDEN INDUSTRIAL,Rape,,4,2018
5704,CAMDEN INDUSTRIAL,Robbery,1,4,2018
2177,CAMDEN INDUSTRIAL,Aggravated Assault,,11,2017
2178,CAMDEN INDUSTRIAL,Arson,,11,2017
2179,CAMDEN INDUSTRIAL,Auto Theft,,11,2017
2180,CAMDEN INDUSTRIAL,Burglary,,11,2017
2181,CAMDEN INDUSTRIAL,Homicide,1,11,2017
2182,CAMDEN INDUSTRIAL,Larceny,1,11,2017
2183,CAMDEN INDUSTRIAL,Rape,,11,2017
2184,CAMDEN INDUSTRIAL,Robbery,,11,2017
2881,CAMDEN INDUSTRIAL,Aggravated Assault,1,12,2017
2882,CAMDEN INDUSTRIAL,Arson,,12,2017
2883,CAMDEN INDUSTRIAL,Auto Theft,1,12,2017
2884,CAMDEN INDUSTRIAL,Burglary,,12,2017
2885,CAMDEN INDUSTRIAL,Homicide,,12,2017
2886,CAMDEN INDUSTRIAL,Larceny,,12,2017
2887,CAMDEN INDUSTRIAL,Rape,,12,2017
2888,CAMDEN INDUSTRIAL,Robbery,,12,2017
8505,Camden Industrial,Aggravated Assault,0,8,2018
8506,Camden Industrial,Arson,0,8,2018
8507,Camden Industrial,Auto Theft,1,8,2018
8508,Camden Industrial,Burglary,0,8,2018
8509,Camden Industrial,Homicide,0,8,2018
8510,Camden Industrial,Larceny,0,8,2018
8511,Camden Industrial,Rape,0,8,2018
8512,Camden Industrial,Robbery,0,8,2018
1473,CAMDEN INDUSTRIAL,Aggravated Assault,,10,2017
1474,CAMDEN INDUSTRIAL,Arson,,10,2017
1475,CAMDEN INDUSTRIAL,Auto Theft,,10,2017
1476,CAMDEN INDUSTRIAL,Burglary,,10,2017
1477,CAMDEN INDUSTRIAL,Homicide,,10,2017
1478,CAMDEN INDUSTRIAL,Larceny,,10,2017
1479,CAMDEN INDUSTRIAL,Rape,,10,2017
1480,CAMDEN INDUSTRIAL,Robbery,,10,2017
7097,Camden Industrial,Aggravated Assault,0,6,2018
7098,Camden Industrial,Arson,0,6,2018
7099,Camden Industrial,Auto Theft,1,6,2018
7100,Camden Industrial,Burglary,0,6,2018
7101,Camden Industrial,Homicide,0,6,2018
7102,Camden Industrial,Larceny,0,6,2018
7103,Camden Industrial,Rape,0,6,2018
7104,Camden Industrial,Robbery,0,6,2018
7801,Camden Industrial,Aggravated Assault,0,7,2018
7802,Camden Industrial,Arson,0,7,2018
7803,Camden Industrial,Auto Theft,1,7,2018
7804,Camden Industrial,Burglary,0,7,2018
7805,Camden Industrial,Homicide,0,7,2018
7806,Camden Industrial,Larceny,0,7,2018
7807,Camden Industrial,Rape,0,7,2018
7808,Camden Industrial,Robbery,0,7,2018
6401,CAMDEN INDUSTRIAL,Aggravated Assault,,5,2018
6402,CAMDEN INDUSTRIAL,Arson,,5,2018
6403,CAMDEN INDUSTRIAL,Auto Theft,,5,2018
6404,CAMDEN INDUSTRIAL,Burglary,,5,2018
6405,CAMDEN INDUSTRIAL,Homicide,,5,2018
6406,CAMDEN INDUSTRIAL,Larceny,1,5,2018
6407,CAMDEN INDUSTRIAL,Rape,,5,2018
6408,CAMDEN INDUSTRIAL,Robbery,,5,2018
3585,CAMDEN INDUSTRIAL,Aggravated Assault,,1,2018
3586,CAMDEN INDUSTRIAL,Arson,,1,2018
3587,CAMDEN INDUSTRIAL,Auto Theft,,1,2018
3588,CAMDEN INDUSTRIAL,Burglary,,1,2018
3589,CAMDEN INDUSTRIAL,Homicide,,1,2018
3590,CAMDEN INDUSTRIAL,Larceny,,1,2018
3591,CAMDEN INDUSTRIAL,Rape,,1,2018
3592,CAMDEN INDUSTRIAL,Robbery,,1,2018
4289,CAMDEN INDUSTRIAL,Aggravated Assault,,2,2018
4290,CAMDEN INDUSTRIAL,Arson,,2,2018
4291,CAMDEN INDUSTRIAL,Auto Theft,,2,2018
4292,CAMDEN INDUSTRIAL,Burglary,1,2,2018
4293,CAMDEN INDUSTRIAL,Homicide,,2,2018
4294,CAMDEN INDUSTRIAL,Larceny,1,2,2018
4295,CAMDEN INDUSTRIAL,Rape,,2,2018
4296,CAMDEN INDUSTRIAL,Robbery,,2,2018
4993,CAMDEN INDUSTRIAL,Aggravated Assault,,3,2018
4994,CAMDEN INDUSTRIAL,Arson,,3,2018
4995,CAMDEN INDUSTRIAL,Auto Theft,,3,2018
4996,CAMDEN INDUSTRIAL,Burglary,,3,2018
4997,CAMDEN INDUSTRIAL,Homicide,,3,2018
4998,CAMDEN INDUSTRIAL,Larceny,,3,2018
4999,CAMDEN INDUSTRIAL,Rape,,3,2018
5000,CAMDEN INDUSTRIAL,Robbery,,3,2018
73,CARAG,Aggravated Assault,1,8,2017
74,CARAG,Arson,0,8,2017
75,CARAG,Auto Theft,4,8,2017
76,CARAG,Burglary,5,8,2017
77,CARAG,Homicide,0,8,2017
78,CARAG,Larceny,20,8,2017
79,CARAG,Rape,2,8,2017
80,CARAG,Robbery,1,8,2017
777,CARAG,Aggravated Assault,1,9,2017
778,CARAG,Arson,,9,2017
779,CARAG,Auto Theft,1,9,2017
780,CARAG,Burglary,4,9,2017
781,CARAG,Homicide,,9,2017
782,CARAG,Larceny,19,9,2017
783,CARAG,Rape,,9,2017
784,CARAG,Robbery,2,9,2017
5001,CARAG,Aggravated Assault,0,3,2018
5002,CARAG,Arson,,3,2018
5003,CARAG,Auto Theft,3,3,2018
5004,CARAG,Burglary,2,3,2018
5005,CARAG,Homicide,,3,2018
5006,CARAG,Larceny,17,3,2018
5007,CARAG,Rape,2,3,2018
5008,CARAG,Robbery,1,3,2018
5705,CARAG,Aggravated Assault,2,4,2018
5706,CARAG,Arson,,4,2018
5707,CARAG,Auto Theft,,4,2018
5708,CARAG,Burglary,1,4,2018
5709,CARAG,Homicide,,4,2018
5710,CARAG,Larceny,27,4,2018
5711,CARAG,Rape,1,4,2018
5712,CARAG,Robbery,,4,2018
2185,CARAG,Aggravated Assault,2,11,2017
2186,CARAG,Arson,,11,2017
2187,CARAG,Auto Theft,2,11,2017
2188,CARAG,Burglary,8,11,2017
2189,CARAG,Homicide,,11,2017
2190,CARAG,Larceny,17,11,2017
2191,CARAG,Rape,,11,2017
2192,CARAG,Robbery,,11,2017
2889,CARAG,Aggravated Assault,,12,2017
2890,CARAG,Arson,,12,2017
2891,CARAG,Auto Theft,1,12,2017
2892,CARAG,Burglary,2,12,2017
2893,CARAG,Homicide,,12,2017
2894,CARAG,Larceny,20,12,2017
2895,CARAG,Rape,,12,2017
2896,CARAG,Robbery,3,12,2017
8513,CARAG,Aggravated Assault,0,8,2018
8514,CARAG,Arson,0,8,2018
8515,CARAG,Auto Theft,3,8,2018
8516,CARAG,Burglary,6,8,2018
8517,CARAG,Homicide,0,8,2018
8518,CARAG,Larceny,29,8,2018
8519,CARAG,Rape,0,8,2018
8520,CARAG,Robbery,1,8,2018
1481,CARAG,Aggravated Assault,,10,2017
1482,CARAG,Arson,,10,2017
1483,CARAG,Auto Theft,1,10,2017
1484,CARAG,Burglary,10,10,2017
1485,CARAG,Homicide,,10,2017
1486,CARAG,Larceny,18,10,2017
1487,CARAG,Rape,2,10,2017
1488,CARAG,Robbery,2,10,2017
7105,CARAG,Aggravated Assault,0,6,2018
7106,CARAG,Arson,0,6,2018
7107,CARAG,Auto Theft,2,6,2018
7108,CARAG,Burglary,3,6,2018
7109,CARAG,Homicide,0,6,2018
7110,CARAG,Larceny,23,6,2018
7111,CARAG,Rape,0,6,2018
7112,CARAG,Robbery,2,6,2018
7809,CARAG,Aggravated Assault,1,7,2018
7810,CARAG,Arson,0,7,2018
7811,CARAG,Auto Theft,3,7,2018
7812,CARAG,Burglary,4,7,2018
7813,CARAG,Homicide,0,7,2018
7814,CARAG,Larceny,28,7,2018
7815,CARAG,Rape,1,7,2018
7816,CARAG,Robbery,2,7,2018
6409,CARAG,Aggravated Assault,2,5,2018
6410,CARAG,Arson,,5,2018
6411,CARAG,Auto Theft,3,5,2018
6412,CARAG,Burglary,9,5,2018
6413,CARAG,Homicide,,5,2018
6414,CARAG,Larceny,21,5,2018
6415,CARAG,Rape,,5,2018
6416,CARAG,Robbery,2,5,2018
3593,CARAG,Aggravated Assault,2,1,2018
3594,CARAG,Arson,,1,2018
3595,CARAG,Auto Theft,5,1,2018
3596,CARAG,Burglary,3,1,2018
3597,CARAG,Homicide,,1,2018
3598,CARAG,Larceny,13,1,2018
3599,CARAG,Rape,,1,2018
3600,CARAG,Robbery,,1,2018
4297,CARAG,Aggravated Assault,,2,2018
4298,CARAG,Arson,,2,2018
4299,CARAG,Auto Theft,2,2,2018
4300,CARAG,Burglary,,2,2018
4301,CARAG,Homicide,,2,2018
4302,CARAG,Larceny,12,2,2018
4303,CARAG,Rape,,2,2018
4304,CARAG,Robbery,,2,2018
81,CEDAR - ISLES - DEAN,Aggravated Assault,1,8,2017
82,CEDAR - ISLES - DEAN,Arson,0,8,2017
83,CEDAR - ISLES - DEAN,Auto Theft,1,8,2017
84,CEDAR - ISLES - DEAN,Burglary,1,8,2017
85,CEDAR - ISLES - DEAN,Homicide,0,8,2017
86,CEDAR - ISLES - DEAN,Larceny,12,8,2017
87,CEDAR - ISLES - DEAN,Rape,0,8,2017
88,CEDAR - ISLES - DEAN,Robbery,0,8,2017
785,CEDAR - ISLES - DEAN,Aggravated Assault,,9,2017
786,CEDAR - ISLES - DEAN,Arson,,9,2017
787,CEDAR - ISLES - DEAN,Auto Theft,,9,2017
788,CEDAR - ISLES - DEAN,Burglary,,9,2017
789,CEDAR - ISLES - DEAN,Homicide,,9,2017
790,CEDAR - ISLES - DEAN,Larceny,6,9,2017
791,CEDAR - ISLES - DEAN,Rape,,9,2017
792,CEDAR - ISLES - DEAN,Robbery,2,9,2017
5009,CEDAR - ISLES - DEAN,Aggravated Assault,,3,2018
5010,CEDAR - ISLES - DEAN,Arson,,3,2018
5011,CEDAR - ISLES - DEAN,Auto Theft,,3,2018
5012,CEDAR - ISLES - DEAN,Burglary,1,3,2018
5013,CEDAR - ISLES - DEAN,Homicide,,3,2018
5014,CEDAR - ISLES - DEAN,Larceny,4,3,2018
5015,CEDAR - ISLES - DEAN,Rape,,3,2018
5016,CEDAR - ISLES - DEAN,Robbery,,3,2018
5713,CEDAR - ISLES - DEAN,Aggravated Assault,,4,2018
5714,CEDAR - ISLES - DEAN,Arson,,4,2018
5715,CEDAR - ISLES - DEAN,Auto Theft,,4,2018
5716,CEDAR - ISLES - DEAN,Burglary,,4,2018
5717,CEDAR - ISLES - DEAN,Homicide,,4,2018
5718,CEDAR - ISLES - DEAN,Larceny,4,4,2018
5719,CEDAR - ISLES - DEAN,Rape,,4,2018
5720,CEDAR - ISLES - DEAN,Robbery,,4,2018
2193,CEDAR - ISLES - DEAN,Aggravated Assault,,11,2017
2194,CEDAR - ISLES - DEAN,Arson,,11,2017
2195,CEDAR - ISLES - DEAN,Auto Theft,,11,2017
2196,CEDAR - ISLES - DEAN,Burglary,1,11,2017
2197,CEDAR - ISLES - DEAN,Homicide,,11,2017
2198,CEDAR - ISLES - DEAN,Larceny,1,11,2017
2199,CEDAR - ISLES - DEAN,Rape,,11,2017
2200,CEDAR - ISLES - DEAN,Robbery,,11,2017
2897,CEDAR - ISLES - DEAN,Aggravated Assault,,12,2017
2898,CEDAR - ISLES - DEAN,Arson,1,12,2017
2899,CEDAR - ISLES - DEAN,Auto Theft,1,12,2017
2900,CEDAR - ISLES - DEAN,Burglary,1,12,2017
2901,CEDAR - ISLES - DEAN,Homicide,,12,2017
2902,CEDAR - ISLES - DEAN,Larceny,3,12,2017
2903,CEDAR - ISLES - DEAN,Rape,,12,2017
2904,CEDAR - ISLES - DEAN,Robbery,,12,2017
8521,Cedar - Isles - Dean,Aggravated Assault,0,8,2018
8522,Cedar - Isles - Dean,Arson,0,8,2018
8523,Cedar - Isles - Dean,Auto Theft,0,8,2018
8524,Cedar - Isles - Dean,Burglary,1,8,2018
8525,Cedar - Isles - Dean,Homicide,0,8,2018
8526,Cedar - Isles - Dean,Larceny,4,8,2018
8527,Cedar - Isles - Dean,Rape,0,8,2018
8528,Cedar - Isles - Dean,Robbery,0,8,2018
1489,CEDAR - ISLES - DEAN,Aggravated Assault,,10,2017
1490,CEDAR - ISLES - DEAN,Arson,,10,2017
1491,CEDAR - ISLES - DEAN,Auto Theft,1,10,2017
1492,CEDAR - ISLES - DEAN,Burglary,2,10,2017
1493,CEDAR - ISLES - DEAN,Homicide,,10,2017
1494,CEDAR - ISLES - DEAN,Larceny,3,10,2017
1495,CEDAR - ISLES - DEAN,Rape,,10,2017
1496,CEDAR - ISLES - DEAN,Robbery,,10,2017
7113,Cedar - Isles - Dean,Aggravated Assault,0,6,2018
7114,Cedar - Isles - Dean,Arson,0,6,2018
7115,Cedar - Isles - Dean,Auto Theft,1,6,2018
7116,Cedar - Isles - Dean,Burglary,1,6,2018
7117,Cedar - Isles - Dean,Homicide,0,6,2018
7118,Cedar - Isles - Dean,Larceny,8,6,2018
7119,Cedar - Isles - Dean,Rape,0,6,2018
7120,Cedar - Isles - Dean,Robbery,1,6,2018
7817,Cedar - Isles - Dean,Aggravated Assault,0,7,2018
7818,Cedar - Isles - Dean,Arson,0,7,2018
7819,Cedar - Isles - Dean,Auto Theft,0,7,2018
7820,Cedar - Isles - Dean,Burglary,2,7,2018
7821,Cedar - Isles - Dean,Homicide,0,7,2018
7822,Cedar - Isles - Dean,Larceny,8,7,2018
7823,Cedar - Isles - Dean,Rape,0,7,2018
7824,Cedar - Isles - Dean,Robbery,0,7,2018
6417,CEDAR - ISLES - DEAN,Aggravated Assault,1,5,2018
6418,CEDAR - ISLES - DEAN,Arson,,5,2018
6419,CEDAR - ISLES - DEAN,Auto Theft,,5,2018
6420,CEDAR - ISLES - DEAN,Burglary,1,5,2018
6421,CEDAR - ISLES - DEAN,Homicide,,5,2018
6422,CEDAR - ISLES - DEAN,Larceny,4,5,2018
6423,CEDAR - ISLES - DEAN,Rape,,5,2018
6424,CEDAR - ISLES - DEAN,Robbery,,5,2018
3601,CEDAR - ISLES - DEAN,Aggravated Assault,,1,2018
3602,CEDAR - ISLES - DEAN,Arson,,1,2018
3603,CEDAR - ISLES - DEAN,Auto Theft,1,1,2018
3604,CEDAR - ISLES - DEAN,Burglary,1,1,2018
3605,CEDAR - ISLES - DEAN,Homicide,,1,2018
3606,CEDAR - ISLES - DEAN,Larceny,2,1,2018
3607,CEDAR - ISLES - DEAN,Rape,,1,2018
3608,CEDAR - ISLES - DEAN,Robbery,,1,2018
4305,CEDAR - ISLES - DEAN,Aggravated Assault,,2,2018
4306,CEDAR - ISLES - DEAN,Arson,,2,2018
4307,CEDAR - ISLES - DEAN,Auto Theft,,2,2018
4308,CEDAR - ISLES - DEAN,Burglary,,2,2018
4309,CEDAR - ISLES - DEAN,Homicide,,2,2018
4310,CEDAR - ISLES - DEAN,Larceny,3,2,2018
4311,CEDAR - ISLES - DEAN,Rape,,2,2018
4312,CEDAR - ISLES - DEAN,Robbery,,2,2018
89,CEDAR RIVERSIDE,Aggravated Assault,6,8,2017
90,CEDAR RIVERSIDE,Arson,0,8,2017
91,CEDAR RIVERSIDE,Auto Theft,8,8,2017
92,CEDAR RIVERSIDE,Burglary,4,8,2017
93,CEDAR RIVERSIDE,Homicide,1,8,2017
94,CEDAR RIVERSIDE,Larceny,31,8,2017
95,CEDAR RIVERSIDE,Rape,1,8,2017
96,CEDAR RIVERSIDE,Robbery,4,8,2017
793,CEDAR RIVERSIDE,Aggravated Assault,1,9,2017
794,CEDAR RIVERSIDE,Arson,,9,2017
795,CEDAR RIVERSIDE,Auto Theft,6,9,2017
796,CEDAR RIVERSIDE,Burglary,3,9,2017
797,CEDAR RIVERSIDE,Homicide,,9,2017
798,CEDAR RIVERSIDE,Larceny,22,9,2017
799,CEDAR RIVERSIDE,Rape,,9,2017
800,CEDAR RIVERSIDE,Robbery,8,9,2017
5017,CEDAR RIVERSIDE,Aggravated Assault,2,3,2018
5018,CEDAR RIVERSIDE,Arson,,3,2018
5019,CEDAR RIVERSIDE,Auto Theft,1,3,2018
5020,CEDAR RIVERSIDE,Burglary,,3,2018
5021,CEDAR RIVERSIDE,Homicide,,3,2018
5022,CEDAR RIVERSIDE,Larceny,23,3,2018
5023,CEDAR RIVERSIDE,Rape,,3,2018
5024,CEDAR RIVERSIDE,Robbery,4,3,2018
5721,CEDAR RIVERSIDE,Aggravated Assault,,4,2018
5722,CEDAR RIVERSIDE,Arson,,4,2018
5723,CEDAR RIVERSIDE,Auto Theft,1,4,2018
5724,CEDAR RIVERSIDE,Burglary,1,4,2018
5725,CEDAR RIVERSIDE,Homicide,,4,2018
5726,CEDAR RIVERSIDE,Larceny,15,4,2018
